y,tmt
1.9786806605435463,0
-2.33591647318438,0
1.329538751244828,0
6.227917171586936,0
0.5824422198552357,0
3.3338760823201388,0
2.012202709552533,0
7.036632003518291,1
2.6452701046061575,0
6.728171523716488,1
2.754983689660408,0
-1.3539871788498754,0
7.001119169250248,1
7.25670392969694,1
3.8246733751692563,0
9.734478345852953,1
7.073520280397692,1
7.541543791983734,1
0.1446873804506601,0
3.1991493618513336,0
-0.11090375671531705,0
10.996978610046808,1
6.285954862304393,1
7.704321780052697,1
7.8826715968599155,1
0.38501403649055144,0
7.9337617147993384,1
0.8542001100683656,0
3.917011334986404,0
1.7623898182346496,0
1.6401252169507816,0
7.828412364194833,1
3.732854571493843,0
6.502186671009139,1
5.5273411509545625,1
7.388011510869726,1
2.9024924362398292,0
8.919000959745901,1
1.7358321281850582,0
6.753865051965252,1
7.541566433604409,0
4.4321671487403,1
7.634502844720512,1
7.82130102846219,1
2.1022190002233083,0
1.580647873942525,0
4.08559187791891,1
0.16480709999193843,0
6.471958618958565,1
9.505573618091592,1
3.1074153681972567,0
6.091439414248926,0
1.7955274224708289,0
8.157205200462622,1
7.24879721167171,1
7.725300181844462,1
7.410803075817845,1
8.555455147241327,1
6.984536337119369,1
8.937004698245925,1
3.9803698348644643,0
2.980925359332684,0
2.774380024924452,0
4.446657577611928,1
5.702798801961695,1
2.4733848740407494,0
4.8712686181384734,0
4.582638038092953,0
5.387449974446955,1
6.047354553417581,1
10.474278798053895,1
0.17496581060756755,0
3.358704126353466,0
7.555311919149185,1
5.996593553184608,1
0.2550190818415796,0
2.2129650977477473,0
8.37704866113865,0
2.7804664449538996,0
2.5537580675896727,0
3.358733856575556,0
0.6623681195843991,0
4.502393054399781,0
8.438792205965687,1
2.3037096491911035,0
3.118667691868796,0
1.9899230438315605,0
8.379783462854746,1
3.682442453355399,1
6.55549800353252,1
8.246843310331347,1
6.37467287668899,0
1.1829969969837655,0
4.762755807280284,1
6.783577979869347,1
2.884961528942849,0
8.516084503830829,1
6.771223785972614,1
5.851963433140882,1
6.7798784905277145,0
2.3416939200170725,0
4.761755686362727,0
4.488832675318547,0
2.120514584824381,0
6.324872716751469,0
0.6884027065021354,0
5.124522522439504,1
5.334243598089612,0
-0.11491647888397871,0
8.274714397768344,1
7.394899030933177,1
4.478946641525411,0
4.562871784640384,0
5.668898162028788,1
5.631155381194027,1
4.628591227159275,0
4.7767680526675065,0
4.772656533026858,1
0.5362166113689333,0
0.8506803580213682,0
6.9704418794211325,1
2.9578792722268603,0
7.655183768556281,0
8.075157235539283,1
6.698132474680667,1
1.9441196010011401,0
5.929887052598422,1
5.760257493810503,1
0.8117056908310545,0
3.349528821968743,0
0.6216277871299418,1
4.6611115162664385,1
8.983126999693473,1
7.298393856669223,1
4.109262140846664,0
1.8206185950328184,0
9.819129106412895,1
2.405112645159724,0
4.174709626099092,0
3.0273465534372805,0
7.958189033753036,1
2.1170922949438062,0
5.48801561099191,0
5.964732531138916,1
8.719873267678949,0
6.6765425298730054,1
7.252252987611498,1
1.7597127944958706,0
8.466057250014154,1
7.377758960190314,1
8.270662650476622,1
4.4263414185902725,0
1.4622245171015698,0
8.651732753946217,1
0.620225244396988,0
3.306726056941267,0
8.825244334714181,1
-0.18292885021988425,0
2.1172007828145376,0
6.19407809450459,1
-1.124605436325722,0
2.5948702476033403,0
5.815177379140984,0
0.18521186200951734,0
0.8010965916650212,0
2.2138490138852838,0
6.881073911225146,1
3.2098508145144686,0
7.377990436196601,1
6.44359509690451,1
11.718393834709463,1
2.1047309222996353,0
0.3292866004222894,0
3.8704370279715716,1
6.601040885785726,1
5.920632566865464,1
5.099137440709299,0
6.625617136835996,1
7.158404119359249,1
3.764694002047601,1
2.520124033368811,0
2.4562261527940183,0
0.19392698195302005,0
1.1740966999430078,0
5.253616890621435,1
4.654386355685569,0
8.116053765028399,1
8.38884989995021,1
5.811643061468017,0
2.357210818988317,0
5.366113820302527,0
2.468530652796801,0
5.312359736883908,0
4.493907951809892,1
5.791594078312605,1
4.826831921532342,0
10.31491269574569,1
6.922244832330988,1
2.3374170956318325,0
4.252133681643628,0
6.758712830796298,1
3.027251396768993,0
3.504426968893719,0
9.179012279895606,1
0.8688681996675824,0
6.117490382339944,1
4.2006392928239675,0
-1.2875158005560285,0
5.59088630736599,0
1.7028005979736813,0
4.91127505382048,1
3.335152674476501,0
7.467554827183063,0
1.6554361340703119,0
4.010767361909851,1
6.733679803071499,1
9.340467567731242,1
2.445779424201671,0
8.199471289339932,1
9.313218130195523,1
-0.427673679513509,0
4.200147950689132,0
1.9658554917435354,0
6.88081507826477,1
11.490020425285943,1
7.504536657725355,1
4.62155780097479,0
5.020684493408389,1
3.860355449875767,0
6.752863783582707,1
2.5361413245919375,0
4.115895313990571,0
-0.008590739442680295,0
5.781055538057977,0
7.56527201253647,0
6.117598838440183,1
8.037609147677848,1
7.107722303536,0
5.2358818054008776,1
7.094252958821165,1
11.61726927245925,1
1.1494790612578571,0
4.910957643047576,0
7.947002020506826,1
6.273741086123797,1
3.72370735696283,0
2.335615816212148,0
4.52076931812932,0
1.980861029570128,0
3.485695357664997,1
8.626395435612245,1
9.264654641767615,1
3.2230779269592205,0
1.339746722072892,0
6.034819974556042,1
0.3656313730138412,0
0.22524797051634726,0
5.264786906905485,0
2.882970946275911,1
4.117386998161555,0
2.231649943885015,0
4.348688889616019,1
2.5349849808425433,0
6.621897401324823,1
5.404603353700804,0
11.797666465900242,1
6.645817983198496,0
10.253982928457193,1
10.231772718775762,1
4.85747079341256,0
6.090967165330527,1
3.3423458492272773,0
-0.0611905182103607,0
5.444334648293928,1
1.2539309704131765,0
4.819657395231273,1
5.8253117833034205,0
8.000095925218382,1
7.529014109462353,1
2.9773467440351813,0
4.971870583313023,0
8.76927553719679,1
1.1902762728416763,0
2.992351297131135,1
4.643051125894127,1
2.010257761942312,0
2.99351413626799,0
10.006811653727187,1
4.269538669750078,0
8.370889337214933,1
4.620956599140911,0
2.7391484659791723,0
4.851833666281791,1
5.204913490588191,1
0.28553873527262486,0
0.41460438763023877,0
-0.034414612658991484,0
4.7183520614875984,0
0.5707649324470583,0
4.238110761327503,0
11.690759861358499,1
6.603944175029659,1
6.631984657847324,1
4.677475055511966,0
2.9709849080229955,0
1.4723335367892878,0
4.160923315298185,1
3.1866237389826084,0
6.1456989939342455,1
3.784734936020047,0
3.5640276764731667,0
9.596056791639835,1
4.2004376784100845,0
9.27282258490085,1
3.139348825130934,0
4.631837401971392,0
2.505370431164603,0
2.6927261866227212,0
7.149361883383224,1
4.779472765607418,1
4.588831030549816,1
2.4186775508692455,0
4.196708913243108,1
3.191365177015792,0
8.596633196992777,1
5.235107748205069,1
3.103978117444913,0
3.918035412394341,1
4.869751451332585,0
6.2856509953670185,1
6.061037224520133,0
7.083618872132462,1
10.719719495594617,1
3.6697733742619905,0
6.62067025158034,1
5.024129990791583,0
8.059898628008089,1
1.8889600531705988,0
8.404500048551869,1
8.261747415560022,1
3.7458353474234034,0
6.287072838149825,1
6.899546798853275,1
4.757725617815981,0
5.2493749704774535,0
3.5957824886911363,0
5.3862502887298565,1
8.507625775262886,1
7.299786706205374,1
9.274743263558165,1
3.7971478999862196,1
5.5116796929677365,1
8.065312882675599,1
0.29413003394154247,0
8.497382339185837,0
5.296405883177274,1
7.894421421254964,1
-0.455948510012989,0
11.410102890247256,1
8.451630862564592,1
1.9721858024117007,0
7.522263429202805,1
5.5790456710968765,1
3.5611029720945275,1
4.821082394496225,1
5.177161423317121,1
9.2826897926462415,1
3.93241757649396,0
6.259223383931176,1
6.487484277049341,1
5.144530930699023,0
0.991593491040037,0
8.198806605391558,1
1.1312691765472604,0
8.433307592061965,1
9.513880525979447,1
6.1252476069967265,1
3.9136593752927324,0
2.5888862208849392,1
3.6476906671829195,0
3.628799031122939,0
7.851266758090616,1
9.43266826718948,1
5.092875151067237,1
9.798751213526254,1
1.0786461761449526,0
3.7300708809770726,1
7.411824542717467,0
4.6328765114078285,0
8.526949810891718,1
8.262433913281097,1
2.582576689625785,0
9.017355621801595,1
5.87193540832724,0
-0.12337810433891905,0
4.713947277891876,1
1.5548068134789776,0
4.051663268513826,0
-1.688287177936897,0
6.685141038921104,1
0.09829838342803443,0
6.309616599053889,1
-0.21398094680669688,0
5.340904106332868,0
6.447929796778906,1
2.6105882760078085,0
5.98419038808485,0
5.270370205858484,1
3.9068787907583684,1
5.761270497585907,1
5.6945561550693,1
7.700713228817173,1
6.368436254674515,1
0.17761374960529563,0
6.632039898171112,1
8.193093163966893,1
4.313159806701407,1
5.001950308375893,0
4.415060163360721,0
6.000961239530536,0
2.3442821590998904,0
7.845216901931919,1
1.2536148562255705,0
2.4867914947560994,0
4.89225585014048,1
9.150958884888231,1
0.1034800311820443,0
8.229375431122767,1
1.6327086671228785,0
0.9041181940797149,0
9.921835343232052,1
7.213916460199715,1
7.666620740010554,1
3.3890185402212833,0
8.305157629895,1
9.949836759432111,1
7.124052772379996,1
5.441822389319218,0
-1.6947649775424614,0
8.260231252732925,1
7.845696395527797,1
3.361775129801548,0
3.254198874725523,0
6.084749218553685,1
5.753847864190588,1
9.191295093410407,1
2.6266864493028144,0
9.362961619047407,1
6.2261224098572345,1
4.973037632601746,1
9.893124271548551,1
2.8030197479889196,0
9.434561465873047,1
0.5359930405838651,0
7.7158360680944975,1
6.3685998916590885,1
6.908104111666862,0
9.615379987125863,1
4.12056968881012,0
1.986178554637157,0
8.967001579452603,1
4.443393713421928,0
4.1065078837569065,1
5.375942406475152,0
4.714011810261241,0
6.624859485332621,1
7.6239629174758,0
4.905696947002724,0
1.972140315853041,0
8.862281607648594,1
7.8185968587184425,1
2.6501088111085753,0
-3.5242986687828175,0
2.1368144364832835,0
7.048579382691865,1
8.446790011099907,1
7.7052639004800705,1
7.453491547343862,1
10.026421036540114,1
6.894217252256507,1
4.888638050452894,1
1.9929453043555083,0
2.6314621712519686,0
1.850629950903217,0
-0.729234093527841,0
8.190915726887436,1
8.5830634963727,1
1.5276851678430798,0
3.8724476034204267,0
6.368656054863951,1
2.409226470437781,0
4.208237481124739,0
3.8362298101433296,0
1.8327186617240072,0
5.536212335190454,1
4.086626042286399,0
1.0018599966455533,0
5.591425549707642,1
5.766223920116592,0
7.3206084064638715,1
6.112422281803715,1
0.6442172755619553,0
4.434620824685198,0
1.892409576837062,0
7.19376316249209,1
9.380248565909376,1
6.560968824173995,1
9.062298509422895,1
0.7078099126200179,0
-0.5258145970790062,0
3.6544999394906768,0
5.3807567699559256,0
5.947303197118504,1
2.4897320118464323,0
4.85221980144218,0
6.090777918421281,1
4.759556963949667,1
5.3484702906766906,1
6.65401273159807,1
3.9023669776874446,1
8.617506087531842,1
8.147988208678377,1
8.685261327733848,1
6.091078348193532,0
4.974931649533166,0
9.895997786774224,1
6.299493014491578,1
9.320936341353786,1
0.2997735461751745,0
4.226982484980281,0
10.315880117997988,1
11.114839942753242,1
3.5819119235353543,0
4.5290226292412195,0
4.842762007999644,1
-0.06752003510095772,0
2.975318288915227,0
7.585801605183513,1
2.7350979748791393,0
5.395220315649682,1
4.555569261769378,1
4.882488386075819,0
9.011959820232796,1
6.681724120494993,1
6.362189384292334,0
3.0306460182650454,0
4.954237587663933,0
1.6571928834915663,0
8.211532260858553,1
4.320305152720069,0
3.5793585716928416,0
9.181902689846481,1
2.733196067527234,0
-1.0121566193400762,0
6.326529509622635,1
4.518537282599779,0
3.2517907787153835,1
-0.43022760865121645,0
7.045588846290378,1
3.241237680812979,0
5.438102254702852,0
2.8770710899084238,0
8.015935382332232,1
7.546566708395019,1
8.488997575167158,1
8.832305678065433,1
4.332593972084219,1
5.6330090535029225,1
4.837341259992083,0
-1.3339836141031913,0
-2.1377293903573484,0
3.272429025783577,0
7.067073990971542,1
6.305151747630134,1
4.69656873341739,0
9.384526630681766,1
4.9870776307447375,0
6.646783094930113,1
6.945766396553245,1
3.60992674894928,0
-1.2524175500638668,0
0.9916382286841197,0
4.5937262463596085,0
7.494239126354824,1
4.394651432100941,1
9.577956996323728,1
3.9795612521178843,0
1.7952930916462926,0
7.022584057122947,1
3.133663471211158,0
2.4042614574679466,0
2.6343335353984516,0
2.703419652933741,0
4.320186918637246,0
4.999308872621373,0
4.104218924952029,0
6.49176995787106,0
4.240968028597638,0
3.6452475243152493,0
8.68089073872291,1
2.7285768719582224,0
4.464612175428862,0
11.010344156105084,1
6.583822774252575,1
5.0689341295317,0
7.049674364693731,1
1.5042132424787253,0
9.267380590080394,1
7.918327568535684,1
2.366379262996939,0
6.5231837086553375,0
-0.7131637165326787,0
6.874289268047553,1
6.58314978473358,1
6.738330729774159,1
3.242444238378466,0
10.723472690188764,1
2.849005907751372,1
9.074401490679158,1
1.4793185991149802,0
4.884343361874631,0
2.1051823617235716,0
4.723416315396704,0
6.5561507945352195,1
1.7790965045575144,0
4.543544381740188,1
1.0047912561601833,0
6.274230754167247,1
6.919301460254847,1
8.028663298661167,1
6.84749949841065,1
9.46484195537765,1
0.5202666707975241,0
4.10975067218682,0
8.833333644109558,1
8.020530297563639,1
6.741925730589676,1
1.9892602244994662,0
4.1807781490355405,1
-0.0873174061317612,0
8.397240450382744,1
2.3637478577396607,0
-0.02858945564648563,0
4.030758771511971,0
4.579213593039521,0
2.6979936493923367,1
10.6764375726557,1
9.470170995243496,1
4.4674807360919235,1
1.3915579639015305,0
7.416698966693566,1
3.7288239133620893,0
0.618933573382733,0
5.725790038579275,1
9.167479077823142,0
4.874996343664591,0
9.781075973651472,1
1.4131503329599553,0
6.384734553409599,1
0.29724431571390264,0
3.724874563078675,0
2.899502046470875,0
11.623638891876872,1
6.363673338012399,1
3.02140875033981,0
1.1176284216482408,0
7.460683821221166,1
5.432298097754134,1
4.923101356782753,1
6.791610502778423,1
1.1933947787244148,0
5.275021640451238,1
8.019528169550696,1
9.177759934211325,1
4.73796700308063,0
6.989653495412715,1
7.182081079307768,1
1.4849086535917313,0
7.590294008124528,1
8.997409167673718,1
1.0562174847553456,0
4.998492598948264,0
1.7006064352887809,0
3.8604052214568085,0
4.223116120982504,1
7.3422921083377926,1
9.621402935817638,1
6.843507025356071,1
3.8344730646091976,1
10.26273287973652,1
1.3561583613381034,0
1.0389933016962931,0
1.7689911656874748,0
5.008871193473901,1
7.394467607778229,1
7.666338562359394,1
6.277791232242902,1
8.644650112606309,1
7.891587166230781,1
4.441718108947952,1
8.319235461297511,1
4.402007149202447,1
6.8324413363326535,1
2.4530510466310913,0
1.4022734436617554,0
5.25239608307834,0
7.0516064156749065,1
8.037134194193914,1
2.909609446133076,0
5.231389135297794,1
8.162389633758416,1
5.406293153345839,1
4.699101898268932,0
7.834141222326183,0
7.686340619487814,1
4.349494980570077,0
3.8744273048555264,0
9.501900067794178,1
4.501635101880132,1
5.086826354917427,1
3.1478396676329954,0
6.880530909618284,1
0.6982645872448714,0
3.492405470495853,1
6.0567350166593625,1
6.290350755880583,0
11.488327260782153,1
8.670410692607248,1
3.759345532715734,1
4.499229868120651,0
5.919632768630043,1
7.256005008098566,1
8.355019705148333,1
6.319865565631797,0
7.268769206054543,1
1.5931574635280958,0
4.529884917097987,0
4.639527642703615,0
4.807687344830664,0
5.287582169795987,0
3.5775072036391613,0
1.1134723147152585,0
3.2664365222449763,0
-0.5242739172369157,0
9.301609278772109,1
4.011334453397817,0
8.405391678028943,1
3.322176513045411,0
-1.7824479779445852,0
5.78062677389984,1
8.888647142973957,1
2.4526112796857555,0
4.674071651048633,0
1.1247520217600755,0
7.516241637262317,1
1.903946576754045,0
5.7016892749096995,1
2.6283289112367108,0
10.429522436752562,1
7.344430319006088,1
7.444876921065692,1
6.183682180980668,0
6.4246101881542215,1
4.035450509180519,0
5.553818295491222,1
4.696711150739656,0
4.306037583256526,1
2.88834786859294,0
5.255435958996635,0
9.676879045051674,1
6.8270574557779415,1
-1.7794872732372493,0
6.29049774719577,0
1.7549165910418016,0
4.436354300825787,0
3.6067143161875226,1
6.10769204828885,1
10.26212146480583,1
7.685872397740899,1
7.687108631097441,1
4.7959684995451015,0
0.2705327339102168,0
3.0635537466338616,0
3.949749257786777,0
5.265679155450965,0
1.3812024435257768,0
7.468479863018716,1
4.332508022115693,0
14.431441451759019,1
10.179735676150868,1
2.2588267313585124,1
3.034454825728751,0
7.382164147525831,1
4.636324435805305,0
1.6015437877118048,0
8.992903059332793,1
1.61450929286334,0
6.793033906322607,1
8.207732128637428,1
1.7839100332810716,0
7.169732241039983,1
6.1559803974949885,0
2.072692512588776,0
0.6829459882060167,0
4.4473712819558635,0
1.4309186776334317,0
2.463199948959468,0
8.015598531648076,1
3.9226620078032752,0
9.358899171128092,1
5.641207333171659,1
6.362776860067503,1
1.6839614122709952,0
2.674768039448744,0
6.978698239466255,0
6.877896117806083,1
6.944380032163482,1
4.0230517866022435,0
4.566493233452903,1
4.907202054160326,0
6.883271909619631,1
1.590107655843095,0
3.7486316437306395,0
6.633665365683676,1
2.6967704603441582,0
6.770250722566697,1
6.094410428439289,0
1.8941802701364947,0
8.908519354490936,1
7.328840214957506,1
2.4445491783420277,0
5.711160761552276,1
2.26578798052547,0
2.4481733522071325,0
9.181243007019402,1
5.437254157727793,1
6.286647467528762,0
6.658429547897987,1
1.6927161797861479,0
1.584180938922152,0
3.376210972713507,0
6.496069594445228,0
6.551478321690424,1
6.808568903633512,1
7.410144809758261,1
7.126823396145479,1
5.51667113878735,1
8.976582398262693,1
4.538951534870018,1
1.0398392762695738,0
6.169137334240365,1
2.44311811900046,0
5.108198695086173,0
5.75388209623236,1
6.643616355484749,1
2.3352285894432616,0
6.207767661562524,0
5.897642921574234,0
0.883200699927237,0
7.873028676691007,1
4.405597052235164,1
1.3418531394530873,0
5.836777515257189,1
5.305396382136125,1
7.4571865839602065,1
6.37362866711099,1
7.612404256245236,1
9.459275114401771,1
9.342205849425365,1
2.8574227098072056,1
2.4911765793964147,0
3.952793080204149,0
5.329671824760396,0
1.858969111631133,0
3.2556558572799585,0
6.264117259778153,0
3.397987739351969,0
6.751806135616459,0
2.5664897301217184,1
7.06775560412142,0
-1.7499722832191376,0
5.266165419221753,0
9.126446321754077,1
2.24018543488957,0
6.337998811846307,1
3.711096163835765,0
3.3397771980709443,0
3.478477187649521,0
9.628013123153712,1
7.458549953582752,1
2.8714892579385936,1
7.8325483790448605,1
2.354538794464341,0
4.685827058554998,0
5.250122902969468,1
6.498859572421549,1
-0.07576744349430697,0
4.0329323755653075,1
3.5105237460146004,1
7.048471356745735,1
1.516772239696353,1
9.509017385478767,1
5.6987576048938084,1
7.029339512423979,1
5.39620309823766,0
7.602438113367419,1
3.843377558237972,0
1.7267795943316624,0
0.4114832145847114,0
4.2831465039646535,0
2.593988440691119,0
6.999923031946001,1
1.350810716410529,0
5.886581199131336,1
-1.5828550055255262,0
-0.30473955361816474,0
3.857498596720333,1
2.6393897507971564,0
0.8672006709546691,0
3.7781810645940235,0
7.070467197349732,1
6.003090969108377,1
-0.21086342893940735,0
5.658135193293161,1
8.785451799970645,1
7.953598886306095,1
6.376265125393484,1
2.511282264742837,1
6.027598536116562,1
1.151417735632374,1
6.547685363217278,0
3.067424877954689,0
9.522131904597469,1
2.65207821782477,0
11.151098352903379,1
1.2027163280052653,0
4.675980643003123,0
6.978112736022137,1
4.454259816371646,0
0.3495374677346268,0
11.476326453677217,1
7.604872547754423,1
2.0065740487238095,0
0.6275499808736318,0
3.9493167291556457,1
3.3673258083868003,1
3.56492015019614,1
7.079424099451648,1
9.243112938745814,1
3.7078313219002514,0
-0.8641899445571415,0
7.1715064499102015,1
10.000135898839645,1
5.029375856264225,0
6.687818658853838,0
3.83916492452076,0
-3.5787516971151376,0
4.2847661342283345,0
3.4261872790663848,0
-0.4365775279815933,0
6.73709553066895,1
1.6562410573447508,0
2.1130702115141613,0
7.942541536182633,1
1.8162722268007,0
1.6961682253608124,0
4.086472294496066,1
7.344569200879491,1
4.101931031954585,0
8.14344408117921,1
9.378358695460813,1
-1.7306676300932375,0
3.0664480823581464,0
4.331404638214421,1
4.217571585487907,0
3.1600497694542824,0
4.8625439550240195,1
6.244892671609607,1
9.805761350486549,1
1.9171161071741072,0
-0.4498424954437388,0
9.178389675067915,1
9.33952721016778,1
5.785686539797171,1
6.308245710457577,0
6.667838867218415,1
0.45196201721624885,0
6.387918284492402,1
3.508680850356276,0
4.124942205003496,0
7.7702770534613625,1
5.47235830904963,0
7.461864009459946,1
4.0335503158983546,0
9.051158275038802,1
6.667372842299819,1
1.4168658411191932,0
6.435695440748944,1
0.33326818860036855,0
7.099394025970643,1
4.007595063650275,0
0.9057443304578525,0
5.261058991596736,1
4.783162598315146,1
2.9191080834903063,0
9.833149551014463,1
1.7346122570975333,0
5.742883611621702,1
2.949347678731184,0
5.049047328573939,1
5.02994452041318,0
6.3961853866838165,1
5.262108734848992,0
8.278903156250768,1
4.589917569432687,0
4.041725089006643,1
-0.3613614377526764,0
7.117950949830385,1
6.2833919609347575,1
2.321500291491816,0
2.7956041739934343,0
6.20116827862547,0
6.076393929216923,1
5.76475291951655,1
6.254678070191098,0
3.4473109535468134,0
3.484840415834876,0
4.409934598006577,1
4.498483303448982,0
5.337310773062596,0
4.428586853871719,0
4.7008652209919415,1
9.900749502982032,1
2.404433450606682,0
6.673222288478817,0
3.9294808598957816,0
7.832558500848389,1
7.015348034648771,0
9.416668663228673,1
3.9213800308277276,0
5.427872880137722,1
4.803268081743646,0
4.537431163901551,0
5.973684035001763,1
6.561678692200545,1
6.4497130980571775,1
3.712456985861232,1
4.356532500978358,0
0.022781017937669734,0
7.690916009956698,1
-0.09309499107542107,0
4.912827258253714,0
8.644757501335617,1
10.744916349928872,1
0.6283422283974667,0
8.909799593976937,1
2.5691502844228453,0
3.431916788312032,0
6.17167133304335,1
3.830092537700489,0
4.777310352626177,1
5.195737775445614,1
4.64121390713525,0
1.2277017500302874,1
2.4544538708710233,0
6.1119389869705785,1
4.493022220310405,0
7.861242649338092,1
4.29148430798517,1
9.965760718881729,1
9.111456487768208,1
9.875470301944175,1
1.0542003739771169,0
6.809235385386981,0
5.4112439926335565,0
9.313595207558684,1
4.57965363247545,1
6.863941536503895,1
7.376557238088598,1
0.2629840608727876,0
6.597059075404201,1
8.555002494698641,1
3.629806476822428,0
7.482529552812547,1
9.89361186967537,1
5.4907510934015615,1
4.586180755408754,0
9.135258480700248,1
0.3857586566517526,0
-0.9813756899106356,0
8.921149610154309,1
6.4985681737330525,1
11.79040265050643,1
7.637268727104341,1
2.944929933178878,0
-0.4618360772748562,0
5.381205108436081,1
4.24260026872532,1
12.697488066592683,1
4.440739439390009,1
4.242786190455092,0
5.682988484881715,0
6.352376555777331,1
3.288766941734112,0
0.8362944321384735,0
2.9880453158530784,0
6.277988631821637,1
1.4933109235932451,0
8.193954172973973,1
1.3345212586279824,0
3.909950648563323,1
4.645980474702345,0
7.403995810186982,1
-0.24569657313577498,0
5.592354244739007,1
4.702492199791147,0
5.004975396461291,1
4.549789589865757,0
6.345050805305528,1
0.16408591835298303,0
3.9416007243989126,0
-1.9778072278117476,0
1.7063202968966809,0
6.828031598172032,1
7.501843820978014,1
3.5140073595109342,0
7.229149724590415,1
9.769920517498827,1
6.4292616314436275,0
6.663889842630823,0
4.37737427188661,1
5.3870773984137905,1
4.482636309571154,1
6.163108657782029,1
3.6106811624424244,0
3.3741235935384606,0
2.537615181671889,0
2.6893971466329663,0
6.163832519153561,1
5.2787007827027885,1
1.5327058641898057,0
5.341897417387642,1
5.9855778440912335,1
4.210918011547042,1
5.465751736246382,0
